Item Number,Item Name,Item Description,Size,Regular Price,UPC,Department Name,Qty 1,On Order Qty
1038,KISS COLOUR CHNAGE SHAMPOO,,,400,0731509833218,BEAUTY SUPPLIES,2,0
1071,ANKLET,,,1000,,BEAUTY SUPPLIES,-46,0
1115,"W/SALE BUNDLE 24""",,,8550,,BUNDLES,-6,0
1270,ORS OLIVE SHEEN 2.7 OZ,,,600,0632169115259,BEAUTY SUPPLIES,1,0
1300,MAGIC NAIL GLUE,,,100,,BEAUTY SUPPLIES,70,0
1327,CETAPHIL FOAMING CLEANSER,,,2000,0302993889175,BEAUTY SUPPLIES,-1,0
1354,CLEAN N CLEAR  DA SCRUB,,,1300,0381370019367,BEAUTY SUPPLIES,0,0
1384,NEW LIGHT CREME JAR,,,1600,6181100423136,BEAUTY SUPPLIES,1,0
1420,"DONOR STRAIGHT 28""",,,19500,,BUNDLES,0,0
1434,HAIRESTORE HAIR MAYO,,,800,0632169110186,BEAUTY SUPPLIES,2,0
1448,MS REMI WIG CAP NATURAL,,,300,0705372044019,BEAUTY SUPPLIES,0,0
1271,SULFUR 8 CONDITION,,,1950,0075610432107,BEAUTY SUPPLIES,1,0
1301,TRIPOD STAND,,,6300,0842510010113,BEAUTY SUPPLIES,2,0
1328,CETAPHIL GENTLE SKIN CLEANSER,,,2000,0302993921080,BEAUTY SUPPLIES,0,0
1355,CLEAN N CLEAR ACNE SCRUB,,,1350,0381371168538,BEAUTY SUPPLIES,0,0
1385,PERFECT WHITE SOAP,,,900,6181100530414,BEAUTY SUPPLIES,0,0
1421,"DONOR LOOSE WAVE 16""",,,14250,,BUNDLES,2,0
1435,SHIMMER LIGHT SHAMPOO,,,2100,3614226781741,BEAUTY SUPPLIES,0,0
1449,MS REMI WIG CAP DARK BROWN,,,300,0705372044026,BEAUTY SUPPLIES,-1,0
1464,IHSNH,,,1500,,BEAUTY SUPPLIES,-11,0
1469,CANTU HAIR WAX,,,1600,,BEAUTY SUPPLIES,-1,0
1472,ECO STYLE GEL,,,1200,0748378001594,ACCESSORIES,1,0
1484,mid ring,,,1000,,BEAUTY SUPPLIES,-4,0
1509,zara red bag,,,9000,,BEAUTY SUPPLIES,-1,0
1272,SULFUR8 SHAMPOO,,,900,0075610439106,BEAUTY SUPPLIES,7,0
1302,ANNIE ROLLER  PURPLE  1210,,,600,0705372012100,BEAUTY SUPPLIES,-6,0
1329,CETAPHIL GENTLE SCRUB,,,2500,0302993889182,BEAUTY SUPPLIES,0,0
1356,BLACK RAD PALETTE MED TO DARK,,,1850,0077802646132,BEAUTY SUPPLIES,-1,0
1386,PERFECT WHITE CREME JAR,,,1600,6181100530391,BEAUTY SUPPLIES,1,0
1422,"DONOR LOOSE WAVE 18""",,,15000,,BUNDLES,2,0
1436,CREME OF NATURE SHAMPOO,,,1200,0075724251991,BEAUTY SUPPLIES,0,0
1450,MS REMI JUMBO SHOWER CAP,,,350,0705372044644,BEAUTY SUPPLIES,30,0
1465,LAID WAX STICK,,,2000,,BEAUTY SUPPLIES,-5,0
1470,WONDER LACE BOND RED,,,1400,0812429036238,BEAUTY SUPPLIES,47,0
1473,ECO STLYING  GEL,,32,1200,0748378003178,BEAUTY SUPPLIES,0,0
1485,8 OZ SPRAY BOTTLE,,,350,0705372047010,BEAUTY SUPPLIES,18,0
1510,XPRESSION PRE STRETCH #1,,,950,0828179166309,BEAUTY SUPPLIES,-85,0
1273,SULFUR08 LLOC TWIST & BRAID,,,900,0075610462104,BEAUTY SUPPLIES,0,0
1303,ANNIE ROLLER  GREY 1209,,,600,0705372012094,BEAUTY SUPPLIES,1,0
1330,NEUTROGENA DEEP CLEAN CREAM CLE,,,1200,0070501060957,BEAUTY SUPPLIES,0,0
1357,BLACK RAD PALLETTE DARK TO DEEP,,,1850,0077802647528,BEAUTY SUPPLIES,1,0
1387,NATURE WHITE SOAP,,,800,6181100423709,BEAUTY SUPPLIES,9,0
1423,"DONOR LOOSE WAVE 20""",,,16500,,BUNDLES,1,0
1438,TREESEMME SHAMPOO,,,800,0022400393681,BEAUTY SUPPLIES,-7,0
1451,MS REMI XL SLEEP CAP,,,450,0705372044217,BEAUTY SUPPLIES,-1,0
1466,MAGIC CREAM SHAVE,,,1000,,BEAUTY SUPPLIES,5,0
1474,SHINE JAM,,,1450,0077312410711,BEAUTY SUPPLIES,2,0
1486,S/STEEL ANKLET $1000,,,1000,,BEAUTY SUPPLIES,-4,0
1511,TWINKLE / EYE BROW SHAVER,,,200,0705372051345,BEAUTY SUPPLIES,-195,0
1512,ANNIE OVAL PADDLE BRUSH,,,750,0705372022048,BEAUTY SUPPLIES,-1,0
1274,IONI LASH GLUE,,,600,0871923007731,BEAUTY SUPPLIES,-1,0
1304,ANNIE ROLLER ORANGE 1208,,,600,0705372012087,BEAUTY SUPPLIES,4,0
1331,NEUTROGENA DEEP CLEAN CLEANSER,,,1200,0070501060902,BEAUTY SUPPLIES,-1,0
1358,BIO OIL 2OZ,,,2400,0891038001004,BEAUTY SUPPLIES,0,0
1388,NATURE WHITE LOTION,,,1800,6181100423655,BEAUTY SUPPLIES,0,0
1424,"DONOR LOOSE WAVE 22""",,,17250,,BUNDLES,-2,0
1452,MS REMI D/L XL SHOWER CAP,,,600,0705372044071,BEAUTY SUPPLIES,-1,0
1475,SALE PIXIE CURLY,,,14000,,BUNDLES,0,0
1487,S/STEEL ANKLET,,,1200,,BEAUTY SUPPLIES,-9,0
1516,LIGHT GOLDEN BLONDE,,,800,0075724780422,BEAUTY SUPPLIES,0,0
1543,SALON PRO 2OZ GLUE,,,400,0746817073027,BEAUTY SUPPLIES,1,0
1573,PAW PAW BRUSH CLEANNIG MAT,,,500,,BEAUTY SUPPLIES,3,0
1275,DOO GRO MEGA THICK,,,1600,0649010751924,BEAUTY SUPPLIES,0,0
1305,ANNIE ROLLER ORANGE 1203,,,600,0705372012032,BEAUTY SUPPLIES,15,0
1332,NEUTROGENA TUMERIC MIST,,,2200,,BEAUTY SUPPLIES,0,0
1359,SOFTEE EDGE GEL,,,600,0096002001947,BEAUTY SUPPLIES,1,0
1389,NATURE WHITE CREME,,,1100,6181100424171,BEAUTY SUPPLIES,5,0
1426,"DONOR BODY WAVE 18""",,,15000,,BEAUTY SUPPLIES,1,0
1453,ANNIE HEAVY RAT TAIL COMB,,,100,,BEAUTY SUPPLIES,12,0
1476,SALE PIXIE STRAIGHT,,,14000,,BUNDLES,2,0
1488,S/STEEL,,,1500,,BEAUTY SUPPLIES,-3,0
1514,THICK HAIR NET,,,0,0705372044705,BEAUTY SUPPLIES,-2,0
1517,JET BLACK,,,900,0075724640108,BEAUTY SUPPLIES,-4,0
1544,HAIR WAX STICK SMALL,,,0,0812429034937,BEAUTY SUPPLIES,-13,0
1574,LARGE FACE BRUSH,,,600,,BEAUTY SUPPLIES,0,0
1306,ANNIE ROLLER RED 1206,,,600,0705372012063,BEAUTY SUPPLIES,0,0
1333,NEUTROGENA TUMERIC JELLY,,,2200,0070501112441,BEAUTY SUPPLIES,0,0
1360,CORE AUDI FLEX TRIPOD,,,1200,,BEAUTY SUPPLIES,-1,0
1390,NEOPROSONE GEL FORTE,,,900,5280131402002,BEAUTY SUPPLIES,-14,0
1454,"HH FLAT IRON 1""",,,2500,0705372059204,BEAUTY SUPPLIES,0,0
1477,KIDS SALE  $1000,,,1000,,KIDS,-38,0
1489,S/STEEL NOSE RING,,,400,,BEAUTY SUPPLIES,-36,0
1515,PERUVIAN 3 PCS,,,0,0803868447969,BEAUTY SUPPLIES,0,0
1518,DUAL ACTION FILE,,,600,0705372053653,BEAUTY SUPPLIES,2,0
1545,SHINE N JAM MAGIC FINGERS,,,4000,0077312412517,BEAUTY SUPPLIES,0,0
1575,SILI DIP BLENDER MINT TEARDROP,,,600,,BEAUTY SUPPLIES,0,0
1577,"5X5 TRANSPARENT CLOSURE 14""",,,14000,,BUNDLES,0,0
1643,FACIAL STEAMER,,,6000,,BEAUTY SUPPLIES,0,0
1307,ANNIE ROLLER BLUE,,,600,0705372012070,BEAUTY SUPPLIES,4,0
1334,NEUTROGENA ACNE CONTROL SCRUB,,,2300,0070501053256,BEAUTY SUPPLIES,0,0
1361,REAL SIMPLE PHONE MOUNT,,,1500,85393081498000499,BEAUTY SUPPLIES,-1,0
1391,PERFECTING BRITENER CREME,,,1800,0877418000409,BEAUTY SUPPLIES,4,0
1455,"HH FLAT IRON 1/2""",,,2400,0705372058726,BEAUTY SUPPLIES,1,0
1478,KIDS SALE $1500,,,1000,,KIDS,-17,0
1490,STAINLESS HOOPS $2000,,,2000,,BEAUTY SUPPLIES,-2,0
1519,PUMICE STONE,,,400,0705372053622,BEAUTY SUPPLIES,-4,0
1546,SHINE N JAM SHEEN,,,1000,0077312412609,BEAUTY SUPPLIES,1,0
1576,SILICON MIX SHINE HAIR POLISHER,,,1800,7464804102118,BEAUTY SUPPLIES,-7,0
1578,"5X5 TRANSPARENT CLOSURE 16""",,,16000,,BUNDLES,-1,0
1644,5X5 WIG CLOSURE 20'',,,45000,,BEAUTY SUPPLIES,-1,0
1657,ORANGE 10'' BOB FRONTAL WIG,,,21000,,BEAUTY SUPPLIES,-2,0
1392,PERFECTING BRITENER SOAP,,,1400,0877418000416,BEAUTY SUPPLIES,1,0
1456,ANNIE JUMBO RAKE COMB,,,200,0705372000527,BEAUTY SUPPLIES,6,0
1479,KIDS SALE $700,,,700,,KIDS,-30,0
1491,STAINLESS HOOPS $1600,,,1600,,BEAUTY SUPPLIES,-11,0
1520,DONNA DAY & NIGHT CAP XL ZEBRA,,,800,0658302222851,BEAUTY SUPPLIES,-15,0
1547,MELT HD CLOSURE 10'' 12'' 14'',,,14000,0884593281158,BUNDLES,-1,0
1579,"5X5 TRANSPARENT CLOSURE 18""",,,17000,,BUNDLES,1,0
1645,"613 CLOSURE BOB AND BANG 8""",,,19500,,BUNDLES,1,0
1658,REMOVER BLACKHEAD,,,600,0100000082584,BEAUTY SUPPLIES,-3,0
1660,"613 BLONDE FRONTAL WIG 18""",,,38000,,BEAUTY SUPPLIES,0,0
1670,"HUMAN PONYTAIL 20""",,,14500,,BUNDLES,-4,0
1686,"BLONDE BOB 12""",,,23000,,BUNDLES,-3,0
1688,"613 BLONDE FRONTAL WIG 26""",,26,80000,,BUNDLES,0,0
1393,KOJIE SAN SOAP SINGLE 135G,,,1800,4809013300017,BEAUTY SUPPLIES,42,0
1457,MS REMI SATIN TRIANGLE,,,400,0705372044361,BEAUTY SUPPLIES,2,0
1480,KIDS SALE $500,,,500,,KIDS,-38,0
1492,STAINLESS HOOPS $1000,,,1000,,BEAUTY SUPPLIES,-9,0
1521,DONNA  DAY & NIGHT CAP,,,800,0658302222844,BEAUTY SUPPLIES,6,0
1548,MELT HD CLOSURE 12'' 14'' 16'',,,17000,0884593281165,BEAUTY SUPPLIES,-2,0
1580,GHANA 3X AFRO TWIST BULK #2,,16,1850,0828179188936,BEAUTY SUPPLIES,-25,0
1646,EDGE SCARF BIG,,,700,0850019154689,BEAUTY SUPPLIES,-48,0
1659,"HUMAN PONYTAIL 18""",,,12500,,BEAUTY SUPPLIES,-10,0
1661,613 BLONDE FRONTAL WIG 20'',,,44000,,BEAUTY SUPPLIES,0,0
1671,"HUMAN PONYTAIL 22""",,,16500,,BUNDLES,-3,0
1687,PACK,,,1500,0087768189000,ACCESSORIES,-3,0
1689,"613 BLONDE FRONTAL WIG 12""",,,34000,,BEAUTY SUPPLIES,1,0
1394,mask box,,,2500,,BEAUTY SUPPLIES,-2,0
1458,SATIN TIE BAND ASST,,,350,0705372044408,BEAUTY SUPPLIES,2,0
1481,KIDS SALE $2000,,,2000,,KIDS,-13,0
1493,STAINLESS HOOPS $800,,,800,,BEAUTY SUPPLIES,-4,0
1522,VELCRO SILKY EDGE WRAP,,,600,0752349214708,BEAUTY SUPPLIES,-51,0
1549,DETANGLING HAIR BRUSH,,,100,,BEAUTY SUPPLIES,0,0
1581,REAL TECHNIQUES 01786,,,4500,0079625017861,BEAUTY SUPPLIES,-3,0
1655,"COLOURED BOB 10"" SALE",,,19000,,BEAUTY SUPPLIES,1,0
1662,613 BLONDE FRONTAL WIG 22'',,22,58500,,BEAUTY SUPPLIES,-2,0
1672,"HUMAN PONYTAIL 24""",,,17500,,BUNDLES,-7,0
1690,CURLY WIG  08,,,15000,,BEAUTY SUPPLIES,-7,0
1691,"GREY WIG 12""",,,23500,,BEAUTY SUPPLIES,-1,0
1692,BLONDE BOB 10',,,21000,,BEAUTY SUPPLIES,-2,0
1697,VICTORIAS SECRET,,,1800,0667553847072,BEAUTY SUPPLIES,-21,0
1482,VENT BRUSH BLUE,,,700,0705372022703,BEAUTY SUPPLIES,0,0
1494,STAINLESS HOOPS $700,,,700,,BEAUTY SUPPLIES,-5,0
1523,SILKY EDGE SLIM,,,500,,BEAUTY SUPPLIES,-40,0
1550,ANGLED SHADER BRUSH,,,0,,BEAUTY SUPPLIES,0,0
1582,4X4 BMW CLOSURE WIG,,,27000,,BUNDLES,0,0
1656,BLUNT CUT 180%,,,19500,,BUNDLES,-6,0
1663,613 BLONDE FRONTAL  WIG 24'',,24,60000,,BEAUTY SUPPLIES,0,0
1673,BUTTERFLY LOCS 10/12/14,,,3400,0636227027515,BEAUTY SUPPLIES,-9,0
1693,"GHANA PRE STRETCHED 3X 40""",,,960,,BEAUTY SUPPLIES,-10,0
1698,BLACK RUBBER BAND,,,200,0661874360081,BEAUTY SUPPLIES,12,0
1699,MASK BRUSH,,,500,,BEAUTY SUPPLIES,-3,0
1708,NEEDLE,,,100,,BEAUTY SUPPLIES,-69,0
1709,waist trainer,,,8000,,BEAUTY SUPPLIES,-1,0
1736,4X4 STRAIGHT WIG 16'',,,27000,,BUNDLES,-1,0
1763,CHI 44 IRON GUARD,,,1500,0633911630617,BEAUTY SUPPLIES,1,0
1395,WATCH SET,,,4000,,BEAUTY SUPPLIES,-4,0
1483,TWINKLE EYBROW RAZOR,,,200,,BEAUTY SUPPLIES,-50,0
1495,STAINLESS HOOPS $600,,,600,,BEAUTY SUPPLIES,0,0
1524,QFITT BONNET,,,600,0842510008264,BEAUTY SUPPLIES,12,0
1551,BROW COMB SCISSORS,,,300,0100000086117,BEAUTY SUPPLIES,-4,0
1627,ADA BRUSH,,,500,,BEAUTY SUPPLIES,24,0
1674,"GHANA TRESS WATER 30""",,,2200,0828179198973,BEAUTY SUPPLIES,-5,0
1694,"FRING BANG 08""",,,17000,,BEAUTY SUPPLIES,-4,0
1700,HAIR BEANS,,,600,0849979035244,BEAUTY SUPPLIES,-9,0
1710,FRONTAL JOY CURLY 14'',,,32000,,BEAUTY SUPPLIES,1,0
1737,4X4 STRAIGHT WIG 18'',,,32000,,BEAUTY SUPPLIES,1,0
1764,RED SUPER JUMBO X KEYSHIA,,,1350,0649674052696,BEAUTY SUPPLIES,1,0
1790,"TYCHE GOLD FLAT IRON 1 1/2""",,,5000,0607203020776,BEAUTY SUPPLIES,-4,0
1816,TW CRINKLES AND CURLS STYLING L,,,1450,0815680000215,BEAUTY SUPPLIES,3,0
1496,STAINLESS HOOPS $500,,,500,,BEAUTY SUPPLIES,-7,0
1525,BRAID WIG CAP,,,500,0842510050195,BEAUTY SUPPLIES,2,0
1552,MINI WONDER BLENDER PINK,,,500,0100000085196,BEAUTY SUPPLIES,-1,0
1631,AOA BROW SLIM,,,600,0100000109045,BEAUTY SUPPLIES,7,0
1665,HIGHLIGHT DEEP WAVE 20,,,52000,,BUNDLES,0,0
1675,HIGHLIGHT BOB 10',,,19500,,BEAUTY SUPPLIES,1,0
1695,"613 BLONDE FRONTAL WIG 10""",,,32500,,BUNDLES,3,0
1701,BEAUTIFUL COLLECTION JET BLACK,,,1100,0070018101839,BEAUTY SUPPLIES,2,0
1711,FRONTAL JOY CURLY 16'',,,34000,,BEAUTY SUPPLIES,0,0
1738,4X4 NATURAL WAVE 14'',,,25000,,BEAUTY SUPPLIES,0,0
1765,HEAD BAND,,,300,0852153002420,BEAUTY SUPPLIES,-74,0
1791,TYCHE HEAT CAP,,,1800,0607203810018,BEAUTY SUPPLIES,1,0
1817,TW CURLY CURL CREAM,,,1650,0815680002226,BEAUTY SUPPLIES,0,0
1842,CALA CUTICLE TRIMMER 70-272B,,,250,0616513702722,BEAUTY SUPPLIES,0,0
1497,STAINLESS PANDORA,,,3000,,BEAUTY SUPPLIES,-3,0
1526,WEAVING THREAD,,,150,0636227492665,BEAUTY SUPPLIES,-57,0
1553,LARGE SHADING BRUSH,,,0,,BEAUTY SUPPLIES,0,0
1634,HEADBAND WIG 12,,,16000,,BUNDLES,-7,0
1666,HIGHLIGHT DEEP WAVE 22,,,56000,,BUNDLES,-1,0
1676,NEW FRONTAL WIGS  14'',,,35000,,BUNDLES,0,0
1696,"BURGUNDY BOB 8""",,,18000,,BUNDLES,1,0
1702,TINTATION BLACK HAIR COLOR,,,1500,0731509814071,BEAUTY SUPPLIES,0,0
1712,FRONTAL JOY CURLY 18'',,,39000,,BEAUTY SUPPLIES,1,0
1739,4X4 NATURAL WAVE 16'',,,28000,,BEAUTY SUPPLIES,0,0
1766,LOOKS ELASTIC BAND 200 MULTI,,,200,0692541933413,BEAUTY SUPPLIES,7,0
1792,BOLD HOLD ACTIVE,,,6000,0850010743004,BEAUTY SUPPLIES,-2,0
1818,TW SILK MILK SHAMPOO,,,1450,0815680006170,BEAUTY SUPPLIES,3,0
1843,CALA CUTICLE TRIMMER 70-708B,,,250,0616513707086,BEAUTY SUPPLIES,1,0
1498,BEAD BRACELET,,,1500,,BEAUTY SUPPLIES,-3,0
1527,FRONTAL LACE TOP WIG CAP,,,600,0842510050676,BEAUTY SUPPLIES,6,0
1555,AOA WONDER BLENDER,,,300,0100000106983,BEAUTY SUPPLIES,-11,0
1636,HEADBAND WIG 14,,,18000,,BUNDLES,-11,0
1667,HIGHLIGHT  STRAIGHT 18,,,42000,,BUNDLES,-1,0
1677,NEW FRONTAL WIGS  16'',,,38000,,BUNDLES,-1,0
1703,REVLON,,,800,0309978695103,BEAUTY SUPPLIES,-40,0
1713,FRONTAL JOY CURLY 20'',,,46500,,BEAUTY SUPPLIES,0,0
1740,4X4 NATURAL WAVE 18'',,,32500,,BEAUTY SUPPLIES,0,0
1767,LOOKS ELASTIC BAND 200 CLEAR,,,200,0840096923162,BEAUTY SUPPLIES,8,0
1793,BMB SUPER LACE GLUE,,,1300,0080229910519,BEAUTY SUPPLIES,4,0
1819,TW CREAMY CO WASH,,,1750,0815680005555,BEAUTY SUPPLIES,3,0
1844,OPOOLA PRESS ON NAILS,,,300,0892600131907,BEAUTY SUPPLIES,-7,0
1852,EAR RING,,,2100,,ACCESSORIES,-8,0
1879,MAGIC CURVES LIFT TAPE,,,2500,,BEAUTY SUPPLIES,0,0
1499,MEDICATED KNOBS,,,600,,BEAUTY SUPPLIES,32,0
1528,SASSI EYELASH GLUE,,,600,0713836351405,BEAUTY SUPPLIES,3,0
1556,SMALL FLAT SHADER BRUSH,,,0,,BEAUTY SUPPLIES,0,0
1637,HEADBAND WIGSN 16,,,21000,,BUNDLES,-13,0
1668,HIGHLIGHT  STRAIGHT 20,,,48000,,BEAUTY SUPPLIES,0,0
1678,NEW FRONTAL WIGS 18'',,,42000,,BUNDLES,-1,0
1704,KISS TINTATION DARK BR,,,1500,0731509814149,BEAUTY SUPPLIES,-1,0
1714,FRONTAL JOY CURLY 22'',,,53500,,BUNDLES,0,0
1741,4X4 FC WIG 14'',,,25000,,BUNDLES,0,0
1768,LOOKS  SCISSORS,,,300,0840096921069,BEAUTY SUPPLIES,-10,0
1794,WALKERS TAPE C22 SOLVENT,,,1600,0856459002191,BEAUTY SUPPLIES,11,0
1820,TW CURL SEALER,,,1400,0815680006149,BEAUTY SUPPLIES,2,0
1845,YAZOO PRESS ON NAILS,,,300,0892600125555,BEAUTY SUPPLIES,-1,0
1853,ACNE SOAP,,,900,0753182120584,BEAUTY SUPPLIES,4,0
1880,AP BLACK CASTOR OIL TREATMENT,,,380,0802535150515,BEAUTY SUPPLIES,-2,0
1500,STAINLESS CHAIN SET,,,2200,,BEAUTY SUPPLIES,-12,0
1529,SHINE N JAM 40Z,,,800,0077312410704,BEAUTY SUPPLIES,-2,0
1557,PRECISE PENCIL BRUSH,,,0,,BEAUTY SUPPLIES,0,0
1638,HEADBAND WIGS 18,,,25000,,BUNDLES,-14,0
1669,SALE PREFUME,,,500,,BEAUTY SUPPLIES,-51,0
1679,NEW FRONTAL WIGS 20'',,,46000,,BUNDLES,-3,0
1705,"XPRESSION 84"" #4",,,850,0828179928839,BEAUTY SUPPLIES,-5,0
1742,4X4 FC WIG 16'',,,28000,,BUNDLES,0,0
1769,LOOKS RAZOR COMB,,,300,0692541932195,BEAUTY SUPPLIES,2,0
1795,KRAZY GLUE,,,250,0890246000472,BEAUTY SUPPLIES,20,0
1821,MANGO LIME CURLING GELO,,,1500,0714924296097,BEAUTY SUPPLIES,0,0
1846,CUBIC ZIRCONA KNOB,,,450,0692502430135,BEAUTY SUPPLIES,4,0
1854,"REVLON 2"" FLAT IRON",,,6000,0761318221821,BEAUTY SUPPLIES,0,0
1881,KIDS HAIR CLIPS,,,250,,BEAUTY SUPPLIES,-5,0
1501,STAINLESS NECK/PENDANT $1400,,,1400,,BEAUTY SUPPLIES,-6,0
1530,SHINE N JAM  4 OZ EXTRA,,,800,0077312410728,BEAUTY SUPPLIES,8,0
1558,SUPER SOFT WONDER BLENDER 6PACK,,,0,,BEAUTY SUPPLIES,-1,0
1639,BOLD HOLD LACE GLUE,,,4800,0850010743011,BEAUTY SUPPLIES,1,0
1680,"BODY WAVE CLOSURE WIG 18""",,,0,,BUNDLES,-3,0
1706,"XPRESSION 84"" #27",,,850,8281799288462,BEAUTY SUPPLIES,-78,0
1716,FRONTAL FC 14'',,,32000,,BEAUTY SUPPLIES,1,0
1743,4X4 FC WIG 18'',,,32500,,BEAUTY SUPPLIES,-2,0
1770,AJ OH SO CLEAN SHAMPOO,,,1550,0034285699123,BEAUTY SUPPLIES,5,0
1796,EBIN TUBE SLEEK EDGES,,,500,0812429035699,BEAUTY SUPPLIES,20,0
1822,SALE BODY 27,,,5000,,BEAUTY SUPPLIES,-1,0
1847,GOLD GRAB CLIP SM,,,0,,BEAUTY SUPPLIES,0,0
1855,SONIC FACIAL CLEANSER,,,3000,0616513675026,BEAUTY SUPPLIES,1,0
1882,FIT ME MATTIFYING PRIMER,,,1500,0041554584431,BEAUTY SUPPLIES,-4,0
1502,STAINLESS NECK/PENDANT $2000,,,2000,,BEAUTY SUPPLIES,-10,0
1531,EBIN FOAMING LOTION,,,1200,0812429035316,BEAUTY SUPPLIES,0,0
1559,BRUSH CLEANING SPRAY - ROSE,,,0,,BEAUTY SUPPLIES,0,0
1641,la girl lipliner,,,700,0081555655075,BEAUTY SUPPLIES,0,0
1681,TOP,,,0,,BEAUTY SUPPLIES,-19,0
1707,"XPRESSION 84"" #613",,,850,0828179987355,BEAUTY SUPPLIES,-45,0
1717,FRONTAL FC 16'',,,34000,,BEAUTY SUPPLIES,0,0
1744,4X4 BWM WIG 14'',,,25000,,BEAUTY SUPPLIES,0,0
1771,AJ QUENCH LEAVE IN CONDITIONER,,,1550,0034285693121,BEAUTY SUPPLIES,3,0
1797,LOOKS SHAMPOO BRUSH,,,300,0840096921748,BEAUTY SUPPLIES,-107,0
1823,LAFLARE BOND CLEAR,,,600,0840065306293,BEAUTY SUPPLIES,0,0
1848,SILICONE MICRO LINKS,,,900,0695019039624,BEAUTY SUPPLIES,3,0
1856,WHITE BAG,,,5000,,ACCESSORIES,-2,0
1883,"4X4 STRAIGHT BOB 10""",,,18500,,BUNDLES,1,0
1503,STAINLESS NECK/PENDANT $2500,,,2500,,BEAUTY SUPPLIES,-15,0
1532,EBIN FOAM LOTION VOLUME,,,1200,0812429032599,BEAUTY SUPPLIES,0,0
1560,LARGE FLAT SHADER BRUSH,,,0,,BEAUTY SUPPLIES,0,0
1642,"4X4 CLOSURE WIG 18""",,,32500,,BEAUTY SUPPLIES,-5,0
1682,baby sock,,,200,,KIDS,-1,0
1718,FRONTAL FC 18'',,,39000,,BEAUTY SUPPLIES,0,0
1745,4X4 BWM WIG 16'',,,28000,,BUNDLES,0,0
1772,ANNIE DETANGLER BRUSH #2476,,,800,0705372024769,BEAUTY SUPPLIES,4,0
1798,LOOKS EDGE CONTROL RAT TAIL,,,300,0840096923100,BEAUTY SUPPLIES,35,0
1824,LAFLARE WHITE CLEAR,,,600,0810357039246,BEAUTY SUPPLIES,1,0
1849,KISS PRESS ON,,,1200,,BEAUTY SUPPLIES,-14,0
1857,NEW EAR,,,1800,,ACCESSORIES,-1,0
1884,"4X4 STRAIGHT BOB 12""",,,20000,,BUNDLES,3,0
1504,STAINLESS KNOBS $800,,,800,,BEAUTY SUPPLIES,-3,0
1533,AUNT JACKIE DONT SHRINK 15OZ,,,1500,0034285692155,BEAUTY SUPPLIES,10,0
1561,MINI FOUNDATION BRUSH,,,0,,BEAUTY SUPPLIES,0,0
1683,"4x4 CLOSURE WIG 16""",,,27000,,BUNDLES,-3,0
1719,FRONTAL FC 20'',,,46500,,BEAUTY SUPPLIES,0,0
1746,4X4 BWM WIG 18'',,,32500,,BUNDLES,1,0
1773,SQUARE KERCHIEF SCARF,,,1200,0892600122837,BEAUTY SUPPLIES,-64,0
1799,AP SUPER HOLD EDGE,,,1100,0802535439030,BEAUTY SUPPLIES,5,0
1825,CALA CUTICLE NIPPER 50769,,,1200,0616513507693,BEAUTY SUPPLIES,6,0
1858,WIDE BAND BONNET,,,600,0658302220444,BEAUTY SUPPLIES,-3,0
1885,L.A COLOR BROW PENCIL,,,500,,BEAUTY SUPPLIES,-1,0
1886,OKEEFFE'S HEALTHY FEET,,,1200,0722510028007,BEAUTY SUPPLIES,1,0
1914,ESSIE NAIL POLISH,,,800,,BEAUTY SUPPLIES,5,0
1720,FRONTAL FC 22'',,,53500,,BEAUTY SUPPLIES,1,0
1747,DAY AND NIGHT PURPLE,,,800,0705372045900,BEAUTY SUPPLIES,-3,0
1774,DONNA JUMBO PINS #219,,,220,0658302002194,BEAUTY SUPPLIES,3,0
1800,ORS FLEXIBLE HOLDING SPRAY,,,1100,0632169111435,BEAUTY SUPPLIES,3,0
1826,CALA CUTICLE NIPPER,,,1200,0616513509314,BEAUTY SUPPLIES,-7,0
1851,FACIAL MASK,,,500,0100000118757,BEAUTY SUPPLIES,-1,0
1859,COMB SET,,,600,0636227024019,BEAUTY SUPPLIES,4,0
1887,OKEEFFE'S WORKING HANDS,,,1200,0722510029004,BEAUTY SUPPLIES,2,0
1915,Maybelline PRIMER 300,,,1800,0041554431971,BEAUTY SUPPLIES,1,0
1923,CETAPHIL STRESSED SKIN WASH,,,2000,0302990210200,BEAUTY SUPPLIES,1,0
1933,BLING BONNET,,,1200,0842510090177,BEAUTY SUPPLIES,-18,0
1962,"1B/30 BOB 8""",,,18500,,BUNDLES,0,0
1976,SUAVE  DEODORANT 2.6 OZ,,,600,0079400763808,BEAUTY SUPPLIES,1,0
2003,HAWAIIAN SILKYNO DRIP ACTIVATOR,,,1250,0721085200825,BEAUTY SUPPLIES,9,0
1505,STAINLESS KNOB $1500,,,1500,,BEAUTY SUPPLIES,-5,0
1534,FRIZZ BUSTER,,,2100,0011313040058,BEAUTY SUPPLIES,6,0
1562,KABUKI BRUSH DUO,,,0,,BEAUTY SUPPLIES,0,0
1684,"5X5 CLOSURE WIG 22""",,,51000,,BUNDLES,-7,0
1721,FRONTAL BMW 14'',,,32000,,BEAUTY SUPPLIES,0,0
1748,FRONTAL PIXIE CURLY,,,21000,,BEAUTY SUPPLIES,-4,0
1775,LOOKS 40 JUMBO PINS,,,220,0692541939194,BEAUTY SUPPLIES,23,0
