Item Number,Item Name,Item Description,Size,Regular Price,UPC,Department Name,Qty 1,On Order Qty
889,BRUSH SET,,,3200,,BEAUTY SUPPLIES,-6,0
898,BABY BLISS NANO,,,6000,0074108143624,BEAUTY SUPPLIES,-2,0
906,WIG CURLY 12,,,16000,,BEAUTY SUPPLIES,-13,0
910,REMINGTON FLAT IRON 1 3/4,,,7000,0074590507942,BEAUTY SUPPLIES,1,0
911,CALVIN SET,,,2800,,KIDS,-4,0
921,KIDS TOY,,,3500,,KIDS,-43,0
934,WATCH,,,0,,KIDS,-7,0
938,KIDS LEGGINGS SET,,,2800,,KIDS,-15,0
942,KIDS SNEAKERS,,,3500,,KIDS,-16,0
943,GOLD SKIN ARGAN,,,600,6181100324891,BEAUTY SUPPLIES,5,0
944,GOLD SKIN SNAIL SLIME,,,600,6181100324884,BEAUTY SUPPLIES,3,0
956,TOY,,,2800,,KIDS,-20,0
957,KISS FLAT IRON,,,4500,0731509590630,BEAUTY SUPPLIES,-1,0
976,beans,,,0,,BEAUTY SUPPLIES,-19,0
890,IASO ORIGINAL DETOX TEA,,25,6500,,TOTAL LIFE CHANGER,-32,0
899,CLAW CLIP,,,200,,BEAUTY SUPPLIES,-14,0
907,HANDBAG,,,5600,,System,-13,0
912,TIGHTES,,,4000,,KIDS,-2,0
922,SWEET CLIP,,,0,,BEAUTY SUPPLIES,-3,0
935,ORIGINAL/NUTRA/NRG COMBO,,,0,,TOTAL LIFE CHANGER,0,0
939,ALLEVIATE,,,8500,,TOTAL LIFE CHANGER,1,0
945,BIOCARROT SOAP,,,650,6181100380415,BEAUTY SUPPLIES,-9,0
958,TWEEZER #6026,,,420,0705372060262,BEAUTY SUPPLIES,-3,0
977,LOCS,,,1700,,BEAUTY SUPPLIES,-20,0
978,"XX13  CURLY CLOSURE BOB 8""",,,15000,,BUNDLES,0,0
1014,MAYBELLINE MASCARA PUMPED UP,,,1700,0041554409291,BEAUTY SUPPLIES,-3,0
1041,AFRO KINKY BULK #2,,,1400,0828179030716,BEAUTY SUPPLIES,-1,0
891,IASO LEMON CBD TEA,,25,10500,,TOTAL LIFE CHANGER,-4,0
900,MANE CHOICE TWISTING GEL,,,2400,0850093005730,BEAUTY SUPPLIES,2,0
908,SINGLE RASP,,,600,,TOTAL LIFE CHANGER,0,0
913,TIGHT SET BLACK,,,3000,,KIDS,-1,0
923,BATH AND BODY WORKS,,,1800,,BEAUTY SUPPLIES,-221,0
936,SMALL NUTRA,,,3000,,TOTAL LIFE CHANGER,1,0
940,REJUV SPRAY,,,10500,,TOTAL LIFE CHANGER,1,0
946,BIOCARROT OIL,,,900,6181100322828,BEAUTY SUPPLIES,5,0
959,TWEEZER #6024,,,360,0705372060248,BEAUTY SUPPLIES,-7,0
979,"CLOSURE WIG STR 12""",,,13000,,BUNDLES,-1,0
995,HOOP EARRINGS,,,1000,,BEAUTY SUPPLIES,-24,0
1015,MAYBELLINE MASCARA THE ROCKET,,,1700,0041554288452,BEAUTY SUPPLIES,-4,0
1042,AFRO KINKY BULK #1B,,,1400,0828179968811,BEAUTY SUPPLIES,-8,0
892,RESOLUTION DROPS,,,10500,,TOTAL LIFE CHANGER,-2,0
901,BABY BOUNCER,,,0,,KIDS,-1,0
909,SINGLE LEMON,,,600,,TOTAL LIFE CHANGER,0,0
914,jump suit,,,2200,,KIDS,-3,0
924,blonde 24,,,10000,,BUNDLES,-1,0
937,wash rag,,,2000,,KIDS,-2,0
941,IASO BREW TEA 5 PACK,,,7500,,TOTAL LIFE CHANGER,2,0
947,tops,,,1000,,KIDS,-5,0
960,MAGNETIC ROLLERS PURPLE,,,300,0705372012193,BEAUTY SUPPLIES,2,0
980,CLOSURE WIG STR 14,,,15000,,BUNDLES,0,0
996,KIDS DRESS,,,3900,,KIDS,-60,0
1016,MAYBEL TWIN BROW PENCIL DARK BR,,,900,0041554530254,BEAUTY SUPPLIES,5,0
1043,LA GIRL MATTE EYELINER PEN,,,600,0081555656010,BEAUTY SUPPLIES,2,0
1047,STAINLESS SILVER NECKLACE,,,1400,,BEAUTY SUPPLIES,-8,0
1074,ORS GIRLS SHAMPOO,,,895,0632169191529,BEAUTY SUPPLIES,0,0
893,NRG,,,10500,,TOTAL LIFE CHANGER,-15,0
902,NRG 2 PACK,,,1000,,TOTAL LIFE CHANGER,50,0
915,boy set,,,2500,,KIDS,-6,0
925,SHORTS,,,1800,,KIDS,-34,0
948,ECO 8OZ KRYSTAL,,,400,0748378001136,BEAUTY SUPPLIES,13,0
961,SNAP ON MAGNETIC ROLLERS,,,270,0705372012223,BEAUTY SUPPLIES,4,0
981,"CLOSURE WIG STR 16""",,,17000,,BUNDLES,0,0
997,BLACK CASTOR OIL,,,2000,0764302215837,BEAUTY SUPPLIES,1,0
1017,MAYBEL TWIN BROW PENCIL MED BR,,,900,0041554530667,BEAUTY SUPPLIES,2,0
1044,"GHANA BRAID PRESTRETCHED 60"" 1B",,,1300,0828179157093,BEAUTY SUPPLIES,-3,0
1048,STAINLESS GOLD NECKLACE,,,1400,,BEAUTY SUPPLIES,-35,0
1075,CANTU HAIR LOTION,,,1570,0817513010019,BEAUTY SUPPLIES,0,0
1090,bold hold,,,300,0705372088419,BEAUTY SUPPLIES,-1,0
1117,"W/SALE BUNDLE 28""",,,9500,,BUNDLES,-21,0
894,NUTRABURST,,,4500,,TOTAL LIFE CHANGER,3,0
903,RASPBERRY CBD TEA,,,10500,,TOTAL LIFE CHANGER,3,0
916,KIDS TOP,,,1500,,KIDS,-90,0
926,TRIAL NUTRABURST,,3.6 OZ,4500,,TOTAL LIFE CHANGER,16,0
949,RK JELLY LIPPIES,,,300,,BEAUTY SUPPLIES,-639,0
962,BLUE SNAP ON ROLLERS,,,270,0705372012247,BEAUTY SUPPLIES,6,0
982,"CLOSURE WIG STR 18""",,,20000,,BUNDLES,-1,0
998,SET,,,2700,,KIDS,-20,0
1018,MAYBELLINE MASCARA FALSIES,,,1700,0041554217988,BEAUTY SUPPLIES,0,0
1045,"GHANA TWIST 18"" #1",,,2400,0828179172768,BEAUTY SUPPLIES,-2,0
1049,KNOBS LG,,,1000,,ACCESSORIES,-8,0
1076,CANTU SHEA MASQUE,,,1570,0817513010040,BEAUTY SUPPLIES,1,0
1091,ANDIS STYLER DRYER,,,6000,0040102821059,BEAUTY SUPPLIES,0,0
1118,"W/SALE BUNDLE 30""",,,9975,,BUNDLES,-8,0
895,7 DAY RASPBERRY TEA,,,4200,,TOTAL LIFE CHANGER,-8,0
904,FREE WATER BOTTLE,,,0,,TOTAL LIFE CHANGER,6,0
917,KIDS GIRL TOP,,,1400,,KIDS,-38,0
927,MATRIX,,,10500,,TOTAL LIFE CHANGER,2,0
950,MAGIC SPANDEX DOME CAP,,,450,0636227022770,BEAUTY SUPPLIES,-13,0
963,LARGE PADDLE BRUSH SILVER,,,900,0705372022109,BEAUTY SUPPLIES,1,0
983,"CLOSURE WIG STR 20""",,,23000,,BUNDLES,0,0
999,BELT BACK,,,4000,,BEAUTY SUPPLIES,-1,0
1019,MAYBEL GREAT LASH CURVE MASCARA,,,1600,0041554672237,BEAUTY SUPPLIES,0,0
1046,"GHANA TWIST 18"" #2",,,2100,0828179172782,BEAUTY SUPPLIES,-1,0
1050,"TENNIS NECKLACE 14""",,14,3500,,ACCESSORIES,1,0
1077,D/E CURL ENHANCING MOUSSE,,,3000,0875408004369,BEAUTY SUPPLIES,3,0
1092,"3.5 X 4 CLOSURE 10""",,,5500,,BUNDLES,-10,0
1119,TUTU SKIRT,,,3000,,KIDS,-2,0
896,7 DAYS CBD LEMON TEA,,,4200,,TOTAL LIFE CHANGER,-11,0
918,KID TOP GIRL,,,1500,,KIDS,-33,0
928,KIDS  SET,,,2500,,KIDS,-104,0
951,JORDANA PENCIL BLACK,,,120,0041065550024,BEAUTY SUPPLIES,0,0
964,ANNIE BLACK STOCKING WAVE CAP,,,300,0705372043302,BEAUTY SUPPLIES,0,0
984,"CLOSURE WIG KINKY CURLY 14""",,,16000,,BUNDLES,0,0
1000,"6X6 BODY WAVE CLOSURE 18""",,"18""",13000,,BUNDLES,-1,0
1020,MAYBEL GREAT LASH  MASCARA,,,1600,0041554239423,BEAUTY SUPPLIES,-3,0
1051,TENNIS NECKLACE 16,,,4000,,ACCESSORIES,2,0
1078,CANTU EDGE STAY GEL,,,1020,0817513015694,BEAUTY SUPPLIES,5,0
1093,"3.5 X 4 CLOSURE 12""",,,6000,,BUNDLES,-3,0
1120,MASK,,,100,,BEAUTY SUPPLIES,-61,0
1121,"USD W/SALE 8""",,,21,,BUNDLES,0,0
897,7 DAYS IASO ORIGINAL TEA,,,2800,,TOTAL LIFE CHANGER,-33,0
919,KIDS SLIPPERS,,,2000,,KIDS,-8,0
929,LIFE DROPS,,,10500,,TOTAL LIFE CHANGER,0,0
952,coconut curl,,,1500,0022796900951,BEAUTY SUPPLIES,0,0
965,SATIN BONNET LARGE,,,330,0705372044125,BEAUTY SUPPLIES,-5,0
985,"CLOSURE WIG KINKY CURLY 16""",,,18000,,BUNDLES,0,0
1001,"6X6 BODY WAVE CLOSURE 20""",,20,14500,,BUNDLES,-1,0
1021,MAYBEL COLOSSAL MASCARA GLAM BL,,,1700,0041554197037,BEAUTY SUPPLIES,-4,0
1052,"TENNIS NECKLACE 18""",,,4500,,ACCESSORIES,-2,0
1079,CANTU COMEBACK CURL,,,1540,0817513015656,BEAUTY SUPPLIES,0,0
1094,"3.5 X 4 CLOSURE 14""",,,7200,,BUNDLES,-11,0
1122,"USD W/SALE 10""",,,26,,BUNDLES,-3,0
1133,1.5 CLOSURE BOB WIG,,8,17000,,BUNDLES,1,0
920,KIDS,,,2000,,KIDS,-30,0
930,PANTY,,,2500,,KIDS,-9,0
953,ZAK,,,2000,0707226962005,KIDS,0,0
966,XL SATIN SCARF,,,450,0705372044316,BEAUTY SUPPLIES,-2,0
986,"CLOSURE WIG KINKY CURLY 18""",,,21000,,BUNDLES,-1,0
1002,"HD STRAIGHT FRONTAL 10""",,10,0,,BUNDLES,-2,0
1022,MAYBEL COLOSSAL MASCARA CLASSIC,,,1700,,BEAUTY SUPPLIES,0,0
1053,"TENNIS NECKLACE 20""",,,4500,,ACCESSORIES,1,0
1080,CANTU LEAVE IN COND CREAM,,,1450,0817513010132,BEAUTY SUPPLIES,1,0
1095,"3.5 X 4 CLOSURE 16""",,,8400,,BUNDLES,-15,0
1123,"USD W/SALE 12""",,,29,,BEAUTY SUPPLIES,-3,0
1134,"BLUNT BOB 10""",,,18500,,BUNDLES,2,0
1139,LASHES,,,1000,,BEAUTY SUPPLIES,-201,0
1145,TOP 3T,,,1400,,KIDS,-9,0
1406,single cbd tea,,,600,,BEAUTY SUPPLIES,-3,0
1410,"RAW VIETNAMESE 14"" STR",,,13500,,BUNDLES,-2,0
1427,"GHANA TWIST 3X SPRING 10"" 1B",,,2300,0828179174939,BEAUTY SUPPLIES,-14,0
1439,ADA BRUSH SET,,,3000,,BEAUTY SUPPLIES,0,0
1444,"13x4 STRAIGHT FRONTAL 22""",,,22500,,BUNDLES,-2,0
1459,AFRO PUFF,,,1500,0828179037685,BEAUTY SUPPLIES,-1,0
1460,"BLUNT CUT BOB 14""",,,21000,,BUNDLES,-2,0
1461,good grip clear,,,2500,,BEAUTY SUPPLIES,-5,0
1462,KIDS BAG,,,2500,,KIDS,-19,0
1463,PONY,,,1800,,BEAUTY SUPPLIES,-2,0
1467,YELLOW BIRD,,,9000,0074108203984,BEAUTY SUPPLIES,0,0
1468,CANTU FLAXSEED,,,950,0817513019869,BEAUTY SUPPLIES,-10,0
1471,U PART WIG CAP,,,700,0842510050157,BEAUTY SUPPLIES,0,0
1908,CERAVE HYALURONIC SERUM,,,3600,3606000527997,BEAUTY SUPPLIES,-8,0
1921,CETAPHIL DAILY MOIST SPF 50,,,2000,,BEAUTY SUPPLIES,0,0
1931,L.A MASCARA,,,500,0081555733285,BEAUTY SUPPLIES,-5,0
1958,SILICON BAMBU POLISHER,,,1800,7464804100671,BEAUTY SUPPLIES,0,0
1960,BHC01 WIG BLACK,,,11000,,BEAUTY SUPPLIES,1,0
1974,TRESEMME SHAMPOO,,,800,,BEAUTY SUPPLIES,-22,0
2001,PLATINUM COLOR POWDER BLACK,,,450,6923133089916,BEAUTY SUPPLIES,1,0
2028,HAWAIIAN SILK TOUCH UP REGULAR,,,250,0743690080432,BEAUTY SUPPLIES,18,0
2030,CALA INDIVIDUAL,,,400,0616513318039,BEAUTY SUPPLIES,0,0
2039,TYCHE FLATTIES,,,2100,0607203020363,BEAUTY SUPPLIES,5,0
2066,ARLOS BEARD OIL RID THE ITCH,,,900,0021959910233,BEAUTY SUPPLIES,0,0
2093,BEYOND WIG KANI REG,,,7500,,BEAUTY SUPPLIES,1,0
2100,KOJIE SAN SOAP SINGLE 65G,,,1000,4809013300215,BEAUTY SUPPLIES,-26,0
2127,YADIRA FULL WIG,,,4200,,BEAUTY SUPPLIES,1,0
1909,CERAVE CREAM TO FOAM,,,3000,3606000559998,BEAUTY SUPPLIES,-1,0
1922,CETAPHIL SPF 15 MOISTURIZER,,,2000,,BEAUTY SUPPLIES,0,0
1932,BARBIE,,,2000,,KIDS,0,0
1959,MAGIC CREAM SHAVE BLUE,,,1400,0072790000188,BEAUTY SUPPLIES,5,0
1961,"HIGHLIGHT BLUNT BOB 8""",,,18500,,BEAUTY SUPPLIES,0,0
1975,ORIGINALS HAIR MAYONNAISE,,,950,0034285534165,BEAUTY SUPPLIES,4,0
2002,HAWAIIAN SILKY JAR REL REG,,,1050,0743690030406,BEAUTY SUPPLIES,5,0
2029,13X4 STRAIGHT WIG 180,,,57000,,BUNDLES,-3,0
2031,GOLD SKIN ARGAN TUBE CREAM,,,900,6181100324495,BEAUTY SUPPLIES,2,0
2040,HOTBEAUTY COMBO,,,3900,0731509688849,BEAUTY SUPPLIES,0,0
2067,HH MINI FLAT IRON,,,2400,0705372059471,BEAUTY SUPPLIES,0,0
2094,MAYDE BUN AND BANG  LOVELY DAY,,,2100,,BEAUTY SUPPLIES,-1,0
2101,THAYERS TONER,,,2400,0041507067035,BEAUTY SUPPLIES,1,0
2128,BEYOND  WIG KANI 2 TONE,,,8500,,BEAUTY SUPPLIES,-1,0
1003,"HD STRAIGHT FRONTAL 12""",,"12""",0,,BUNDLES,-2,0
1023,CURL BOOSTER SMALL,,,1000,,BEAUTY SUPPLIES,1,0
1054,SHOWER GEL,,,1500,0667550993741,BEAUTY SUPPLIES,-1,0
1081,CANTU COCONUT OIL HOLD MIST,,,1380,0817513010064,BEAUTY SUPPLIES,0,0
1096,"3.5 X 4 CLOSURE 18""",,,9600,,BEAUTY SUPPLIES,-10,0
1124,"USD W/SALE 14""",,,32,,BUNDLES,-3,0
1135,"HIGHLIGHT CURLY BOB 10""",,,20000,,BUNDLES,1,0
1140,SOFTEE GROWTH OIL 4OZ,,,1500,0096002002012,BEAUTY SUPPLIES,4,0
1146,SOCKS,,,1500,,KIDS,-4,0
1158,PANTS,,,2500,,KIDS,-9,0
1165,T PIN,,,200,,BEAUTY SUPPLIES,-4,0
1171,BAMBU SHAMPOO 16OZ,,,1000,7464804100633,BEAUTY SUPPLIES,0,0
1193,JUVIAS FOUNDATION,,,3500,,BEAUTY SUPPLIES,-3,0
1039,"XPRESSION 82"" #1B",,,850,0803868306662,BEAUTY SUPPLIES,6,0
1055,WILD GROWTH OIL,,,2000,0617218000014,BEAUTY SUPPLIES,5,0
1082,CANTU KIDS CURLING CREAM,,,1050,0817513015434,BEAUTY SUPPLIES,0,0
1097,"BDAY 10/12/14 + 10"" CLOSURE",,,19000,,BUNDLES,-1,0
1125,"USD W/SALE 16""",,,36,,BEAUTY SUPPLIES,0,0
1136,"1B/#30 BOB WIG 10""",,,19500,,BUNDLES,1,0
1141,"10"" STRAIGHT BOB FRONTAL WIG",,,25000,,BUNDLES,0,0
1147,"BDAY LACE FRONTAL WIG 10""",,10,16000,,BUNDLES,-25,0
1159,ZIMII TEHRMAL BOOSTER 16OZ,,,1100,0636853800162,BEAUTY SUPPLIES,0,0
1166,DETANGLER BRUSH,,,800,,BEAUTY SUPPLIES,-4,0
1172,BAMBU SHAMPOO 8OZ,,,800,7464804100626,BEAUTY SUPPLIES,-3,0
1194,JUVIAS CONCEALER,,,2500,,BEAUTY SUPPLIES,-1,0
1040,"XPRESSION 82"" #2",,,850,0803868306679,BEAUTY SUPPLIES,5,0
1056,SUSH BODY OIL,,,800,,BEAUTY SUPPLIES,-2,0
1083,DAY AND NIGHT,,,800,0705372045641,BEAUTY SUPPLIES,-27,0
1098,"BDAY 12/14/16 + 10"" CLOSURE",,,0,,BUNDLES,0,0
1126,"USD W/SALE 18""",,,40,,BEAUTY SUPPLIES,0,0
1137,"NATURAL WAVE CLOSURE BOB 10""",,10,19500,,BUNDLES,0,0
1148,"BDAY LACE FRONTAL WIG 12""",,12,18500,,BUNDLES,-24,0
1160,LACOSTE SNEAKERS,,,2500,,KIDS,-1,0
1167,SATIN BONNET SMALL BAND,,,600,,BEAUTY SUPPLIES,-11,0
1173,BAMBU TREATMENT 8OZ,,,1000,7464804100572,BEAUTY SUPPLIES,1,0
1195,JUVIAS STICK FOUNDATION,,,2800,,BEAUTY SUPPLIES,5,0
1212,"HIGHLIGHT CURLY BOB 12""",,,22000,,BEAUTY SUPPLIES,0,0
10000,13X4 Body Wave Frontal,13x4-body-wave-frontals,10,18500,,System,2,0
10021,13X4 Body Wave Frontal,13x4-body-wave-frontals,12,19500,,System,3,0
10022,13X4 Body Wave Frontal,13x4-body-wave-frontals,14,20500,,System,1,0
10023,13X4 Body Wave Frontal,13x4-body-wave-frontals,16,21500,,System,2,0
10024,13X4 Body Wave Frontal,13x4-body-wave-frontals,18,22500,,System,4,0
10025,13X4 Body Wave Frontal,13x4-body-wave-frontals,20,23500,,System,2,0
10032,13x4 Deep Curly Frontal,deep-curly-frontals,10,18500,,System,3,0
10033,13x4 Deep Curly Frontal,deep-curly-frontals,12,19500,,System,2,0
10034,13x4 Deep Curly Frontal,deep-curly-frontals,14,20500,,System,2,0
10035,13x4 Deep Curly Frontal,deep-curly-frontals,16,21500,,System,2,0
41,"6X6 STRAIGHT CLOSURE 20""",,,14500,,BUNDLES,-2,0
42,"6X6 16"" STR CLOSURE",,,11500,,BUNDLES,-2,0
43,Mink Lash Style A,,,1000,,System,-32,0
44,OGX ARGAN OIL,,,1750,0022796916167,BEAUTY SUPPLIES,1,0
45,DELIVERY,,,500,,System,-84,0
46,CURL BOOSTER,,,1350,,System,1,0
47,TOP,,,1400,,KIDS,-39,0
48,Andis Hot Comb,,,7000,,System,-3,0
49,Annie Brow Shaper,Annie Brow Shaper,,200,,BEAUTY SUPPLIES,-10,0
50,PROFECTIV PRO RELAX SINGLE SUP,Beauty,,250,0802535121126,BEAUTY SUPPLIES,-14,0
51,MAGIC WEAVING COMBO,Beauty,,250,0636227492726,BEAUTY SUPPLIES,1,0
52,MAGIC STRING FOR BRAID,Beauty,,200,0636227394402,BEAUTY SUPPLIES,5,0
53,M&M DOME STYLE WIG CAP,Beauty,,600,0842510050270,BEAUTY SUPPLIES,-4,0
10036,13x4 Deep Curly Frontal,deep-curly-frontals,18,22500,,System,2,0
10037,13x4 Deep Curly Frontal,deep-curly-frontals,20,23500,,System,-1,0
10026,13x4 Deep Wave Frontal,deep-wave-frontal,10,18500,,System,3,0
10027,13x4 Deep Wave Frontal,deep-wave-frontal,12,19500,,System,3,0
10028,13x4 Deep Wave Frontal,deep-wave-frontal,14,20500,,System,1,0
10029,13x4 Deep Wave Frontal,deep-wave-frontal,16,21500,,System,2,0
10030,13x4 Deep Wave Frontal,deep-wave-frontal,18,22500,,System,0,0
10031,13x4 Deep Wave Frontal,deep-wave-frontal,20,23500,,System,0,0
10135,13x4 Kinky Curly Frontal,13x4-kinky-curly-frontal,"10""",18500,,System,0,0
10136,13x4 Kinky Curly Frontal,13x4-kinky-curly-frontal,"12""",19500,,System,0,0
10137,13x4 Kinky Curly Frontal,13x4-kinky-curly-frontal,"14""",20500,,System,1,0
10138,13x4 Kinky Curly Frontal,13x4-kinky-curly-frontal,"16""",21500,,System,1,0
10139,13x4 Kinky Curly Frontal,13x4-kinky-curly-frontal,"18""",22500,,System,1,0
10140,13x4 Kinky Curly Frontal,13x4-kinky-curly-frontal,"20""",23500,,System,0,0
1072,CANTU TWIST AND LOCK GEL,,,1560,0817513010057,BEAUTY SUPPLIES,0,0
1099,"BDAY 14/16/18 + 12"" CLOSURE",,,0,,BUNDLES,-1,0
1127,"USD W/SALE 20""",,,45,,BEAUTY SUPPLIES,0,0
1138,"JOY CURLY CLOSURE WIG 12""",,,21500,,BUNDLES,0,0
1149,"BDAY LACE FRONTAL WIG 14""",,14,36500,,BUNDLES,-13,0
1161,STRIPE DRESS,,,2500,,KIDS,-7,0
1168,SATIN BONNET WIDE BAND,,,800,,BEAUTY SUPPLIES,-6,0
1174,BAMBU TREATMENT 16OZ,,,1500,7464804100589,BEAUTY SUPPLIES,-1,0
1196,GOT2B SMALL SPRAY,,,1300,5012583105091,BEAUTY SUPPLIES,0,0
1213,"BANG BOB WIG 10""",,,18500,,BUNDLES,4,0
1223,Washcloths,,,1800,,KIDS,-2,0
1225,ANNIE SCISSORS,,,300,0705372050560,BEAUTY SUPPLIES,-27,0
1073,CANTU WAVE WHIP CURLING MOUSSE,,,1450,0817513015700,BEAUTY SUPPLIES,4,0
1100,"BDAY 16/18/20 + 12"" CLOSURE",,,0,,BUNDLES,-1,0
1128,"USD W/SALE 22""",,,52,,BUNDLES,0,0
1144,SHEER WHITE CURTAIN,,,1000,,BEAUTY SUPPLIES,-6,0
1150,"BDAY LACE FRONTAL WIG 16""",,16,32500,,BUNDLES,-13,0
1162,PINK DRESS,,,1800,,KIDS,-7,0
1169,"BDAY 13X6 180% 26""",,,50500,,BUNDLES,-1,0
1175,BROADWAY SINGLE LASH,,,300,0731509597080,BEAUTY SUPPLIES,-3,0
1197,ECO GEL 16OZ PINK,,,750,0748378001020,BEAUTY SUPPLIES,-3,0
1214,"BANG BOB WIG 12""",,,19500,,BUNDLES,1,0
1224,"13X6 22"" LACE FRONTAL WIG",,,47000,,BUNDLES,-1,0
1226,RUBBER SOFT GRIP BRUSH,,,500,0705372020181,BEAUTY SUPPLIES,0,0
1240,wholesale prefume,,,1000,,BEAUTY SUPPLIES,-30,0
1116,"W/SALE BUNDLE 26""",,,9025,,BUNDLES,-12,0
1129,"USD W/SALE 24""",,,57,,BUNDLES,0,0
1151,"BDAY LACE FRONTAL WIG 18""",,18,36500,,BUNDLES,-15,0
1163,BAHAMA SKIRT,,,1600,,KIDS,-4,0
1170,SHAMPOO COMB,,,200,0705372000220,BEAUTY SUPPLIES,10,0
1176,"JANET PASSION W/W 24"" #1",,,1400,0884593269705,BEAUTY SUPPLIES,0,0
1198,ECO GEL 16OZ YELLOW,,,750,0748378001211,BEAUTY SUPPLIES,-2,0
1215,"BANG BOB WIG 14""",,,21000,,BUNDLES,0,0
1227,BLACK PONYTAILERS,,,395,0705372033556,BEAUTY SUPPLIES,-4,0
1241,magic bullet,,,0,,TOTAL LIFE CHANGER,-2,0
1251,EDGE SCARF BLACK BIG,,,700,0636227885603,BEAUTY SUPPLIES,1,0
1276,MESH DOME CAP NUDE,,,800,0843632042846,BEAUTY SUPPLIES,1,0
1281,TRIPOD,,,6300,,BEAUTY SUPPLIES,-2,0
1308,RED EDGE BRUSH,,,300,,BEAUTY SUPPLIES,75,0
1335,NEUTROGENA ACNE STRESS TONER,,,2200,0070501053454,BEAUTY SUPPLIES,0,0
1152,"BDAY LACE FRONTAL WIG 20""",,20,41500,,BUNDLES,-13,0
1164,"XMAS 13X6 26""",,,55000,,BUNDLES,-1,0
1177,"JANET PASSION W/W 24"" #2",,,1400,0884593269729,BEAUTY SUPPLIES,-5,0
1199,ECO GEL 16OZ BLUE,,,750,,BEAUTY SUPPLIES,-4,0
1216,"BANG BOB WIG 18""",,,30000,,BUNDLES,0,0
1228,MR. DURAG MESH DOME,,,550,0705372043586,BEAUTY SUPPLIES,2,0
1242,PERFECT BRITENER,,,1400,,BEAUTY SUPPLIES,-3,0
1252,EBIN  LACE BOND ADHESIVE SPRAY,,,900,0812429031196,BEAUTY SUPPLIES,-13,0
1277,SMALL ULTRA HOLD WALKER  TAPE,,,1900,0856459002467,BEAUTY SUPPLIES,0,0
1282,AVEENO CLEANSING PADS,,,1100,0812429034968,BEAUTY SUPPLIES,-3,0
1309,CALA BRUSH TANGLE FREE OMBRE,,,900,0616513668820,BEAUTY SUPPLIES,0,0
1336,NEUTROGENA ACNE STRESS WASHE,,,2200,0070501053409,BEAUTY SUPPLIES,0,0
1362,"VIVITAR 10"" RING LIGHT",,,5000,85513395628001499,BEAUTY SUPPLIES,0,0
10050,13x4 Loose Deep Frontal,loose-deep-frontal,10,18500,,System,1,0
10051,13x4 Loose Deep Frontal,loose-deep-frontal,12,19500,,System,2,0
10052,13x4 Loose Deep Frontal,loose-deep-frontal,14,20500,,System,1,0
10053,13x4 Loose Deep Frontal,loose-deep-frontal,16,21500,,System,1,0
10054,13x4 Loose Deep Frontal,loose-deep-frontal,18,22500,,System,1,0
10055,13x4 Loose Deep Frontal,loose-deep-frontal,20,23500,,System,0,0
10044,13x4 Loose Wave Frontal,loose-wave,10,18500,,System,0,0
10045,13x4 Loose Wave Frontal,loose-wave,12,19500,,System,1,0
10046,13x4 Loose Wave Frontal,loose-wave,14,20500,,System,2,0
10047,13x4 Loose Wave Frontal,loose-wave,16,21500,,System,0,0
10048,13x4 Loose Wave Frontal,loose-wave,18,22500,,System,0,0
10049,13x4 Loose Wave Frontal,loose-wave,20,23500,,System,1,0
10015,13x4 Straight Frontal,straight-13x4,10,18500,,BUNDLES,7,0
10016,13x4 Straight Frontal,straight-13x4,12,19500,,BUNDLES,4,0
10017,13x4 Straight Frontal,straight-13x4,14,20500,,BUNDLES,10,0
10018,13x4 Straight Frontal,straight-13x4,16,21500,,BUNDLES,7,0
10019,13x4 Straight Frontal,straight-13x4,18,22500,,BUNDLES,4,0
10020,13x4 Straight Frontal,straight-13x4,20,23500,,BUNDLES,1,0
10038,13x4 Water Wave Frontal,water-wave-frontal,10,18500,,System,0,0
10039,13x4 Water Wave Frontal,water-wave-frontal,12,19500,,System,0,0
10040,13x4 Water Wave Frontal,water-wave-frontal,14,20500,,System,1,0
10041,13x4 Water Wave Frontal,water-wave-frontal,16,21500,,System,1,0
10042,13x4 Water Wave Frontal,water-wave-frontal,18,22500,,System,0,0
10043,13x4 Water Wave Frontal,water-wave-frontal,20,23500,,System,0,0
10129,13x6 Body Wave Frontal,13x6-body-wave-frontal,"10""",13000,,System,0,0
10130,13x6 Body Wave Frontal,13x6-body-wave-frontal,"12""",13500,,System,0,0
10131,13x6 Body Wave Frontal,13x6-body-wave-frontal,"14""",19000,,System,0,0
10132,13x6 Body Wave Frontal,13x6-body-wave-frontal,"16""",20000,,System,1,0
54,SILICONE WIG GRIP,,,600,0636227130567,BEAUTY SUPPLIES,-10,0
55,STRECTH FRONT LACE WIG CAP,,,650,0842510050645,BEAUTY SUPPLIES,9,0
56,CROCHET NEEDLE GABRIELLA,,,130,0671331590982,BEAUTY SUPPLIES,-19,0
57,EBIN WILD CAT 3D LASH,,,600,0812429030274,BEAUTY SUPPLIES,-9,0
58,ANNIE COMB 3 IN 1,,,150,0705372002088,BEAUTY SUPPLIES,1,0
59,AB EYELASH TWEEZER,,,150.984,0717146000053,BEAUTY SUPPLIES,-7,0
60,DONNA FILLIGREE 10MM SILVER,,,3017.1636,,BEAUTY SUPPLIES,0,0
61,"ANNIE HAIR PIN 1 1/2""",,,120,,BEAUTY SUPPLIES,0,0
